ar,sveitarfelag,hluti,heildarskuldir,eignir,tekjur,skatttekjur_an_jofnundarsjóðs,framlag_jofnunarsjods,gjold,afskriftir,fjarmagnslidir,eigid_fe,veltufjarmunir,skammtimakrofur_eigin_fyrirtaeki,handbaert_fe,skammtimaskuldir,fjarfestingarhreyfingar,nyjar_langtimaskuldir,launagjold,veltufe,mannfjoldi,nettoskuldir,skuldir_hlutf_tekjur,nettoskuldir_hlutf_tekjur,veltufjarhlutfall,eignahlutf,rekstrarnidurstada,rekstrarnidurstada_hlutf,framlegd,framlegd_hlutf,eiginfjarhlutfall,skuldahlutfall,skuldir_per_ibui,veltufe_hlutf_tekjur,handbaert_fe_per_ibui,hlutf_jofnunarsjods_tekjum,hlutf_jofnunarsjods_skottum,jofnunarsjodur_a_ibua,skattur_a_ibua,utgjold_jofnunarsjod,netto_jofnunarsjod,netto_jofnunarsjod_per_ibui,nyjar_fjarfestinga_skulda_hreyfingar,nyjar_fjarfestinga_skulda_hreyfingar_hlutf_skuldir,launagjold_per_ibui,launagjold_hlutf_gjold,visitala_2021,hlutf_jofnunarsjod_utgjold,skuldaaukning_2021,skuldaaukning,skuldaaukning_hlutf_tekjur,rekstrarnidurstada_kjortimabil,framlegd_kjortimabil,tekjur_kjortimabil,rekstur_3_ar_hlutf_tekjur,rekstrarnidurstada_hlutf_kjortimabil,rekstrarnidurstada_per_ibui_kjortimabil,framlegd_hlutf_kjortimabil,framlegd_per_ibui_kjortimabil
2002,Blönduósbær,A og B-hluti,1026228000,1182825000,435952000,193392000,84423000,433566000,49491000,-73368000,156597000,59814000,0,1313000,182112000,-19153000,52633000,171567000,21862000,961,966414000,2.3539931001578154,2.216789921826256,0.3284462308908803,1.1525947450274208,-70982000,-0.16282067750578044,-21491000,-0.049296711564575914,0.13239236573457613,0.8676076342654239,1067875.1300728407,0.050147722685066246,1366.2851196670135,0.19365205343707564,0.3038820798013066,87849.11550468262,201240.3746097815,7672755.2,76750244.8,79864.97898022893,33480000,0.0326243290964581,178529.6566077003,0.3957113795823473,0.4520408163265306,0.0011292760484464689,NA,0.6128721131686272,NA,-97570000,89164000,3504645000,NA,-0.027840194941285066,-105595.23809523809,0.025441663848977572,96497.83549783549
2002,Blönduósbær,A-hluti,517949000,603763000,349423000,193392000,84423000,360817000,16158000,-42402000,85814000,60955000,3694000,491000,155758000,-7129000,14000000,152363000,4215000,961,460688000,1.4822979597794077,1.3184249462685627,0.3913442648210686,1.1656804048275022,-53796000,-0.1539566657031735,-37638000,-0.1077147182641097,0.14213192925038468,0.8578680707496154,538968.7825182102,0.01206274343703763,510.9261186264308,0.24160687762396865,0.3038820798013066,87849.11550468262,201240.3746097815,6149844.800000001,78273155.2,81449.69323621228,6871000,0.013265784855265673,158546.30593132155,0.42227223218418203,0.4520408163265306,9.051341080584801e-4,NA,0.40265983787847337,NA,-105783000,18253000,3248850000,NA,-0.03256013666374256,-114483.76623376623,0.005618295704633947,19754.329004329004
2002,Bolungarvíkurkaupstaður,A og B-hluti,890113000,959702000,390849000,187328000,59532000,452798000,28205000,-16175000,69589000,232441000,0,144548000,90783000,-10012000,21500000,195857000,-25968000,959,657672000,2.2773833372990593,1.6826754066148308,2.56040227795953,1.0781799614206287,-78124000,-0.19988281919616016,-49919000,-0.12771940058692743,0.0725110503051989,0.9274889496948011,928167.8832116788,-0.06643998065749177,150727.84150156414,0.15231457672912047,0.24115693105403874,62077.16371220021,195336.80917622524,6878942.4,52653057.6,54904.1267987487,11488000,0.012906226512813541,204230.44838373305,0.4325482886408509,0.4520408163265306,0.0010124426869454754,NA,0.3903665383444771,NA,-18194000,173650000,3881128000,NA,-0.004687812409175889,-19131.44058885384,0.044742147128360624,182597.26603575185
2002,Bolungarvíkurkaupstaður,A-hluti,315036000,706715000,320714000,190223000,59532000,376041000,10477000,15517000,391679000,234509000,18436000,143502000,62159000,-28572000,7500000,179375000,-15298000,959,98963000,0.9822957526020067,0.3085708762324064,3.7727280039897684,2.243283307304562,-39810000,-0.12412928652943121,-29333000,-0.09146155141340884,0.5542248289621701,0.44577517103782993,328504.69238790404,-0.047699819777122295,149637.1220020855,0.18562332794951264,0.23836159436247523,62077.16371220021,198355.5787278415,5644566.4,53887433.6,56191.27591240876,-21072000,-0.06688759379880395,187043.79562043794,0.4770091559165091,0.4520408163265306,8.307672372221272e-4,NA,0.1892454773997639,NA,-107253000,48000,3395410000,NA,-0.03158764331847995,-112779.17981072555,1.4136731646546367e-5,50.473186119873816
2002,Borgarbyggð,A og B-hluti,1628046000,2227757000,1227712000,623300000,298820000,1227794000,64762000,-16191000,599710000,235321000,0,69819000,388683000,-300893000,363933000,636943000,32100000,3411,1392725000,1.3260813611009747,1.134406929312412,0.605431675684298,1.3683624418474662,-16273000,-0.013254737267372153,48489000,0.0394954191210968,0.2691990194621765,0.7308009805378235,477292.8759894459,0.026146197153729865,20468.777484608618,0.2433958452796747,0.3240576063852861,87604.80797420112,182732.33655819407,21607731.200000003,277212268.8,81270.08759894459,63040000,0.038721264632571806,186732.04338903548,0.518770249732447,0.4520408163265306,0.0031802257037249772,NA,0.32875565461922973,NA,1033348000,1445758000,13315440000,NA,0.07760524624045469,271838.3023500526,0.10857756108697872,380329.1827428972
2002,Borgarbyggð,A-hluti,1313740000,1843852000,1155516000,623300000,298820000,1163387000,47019000,14611000,530110000,319574000,89227000,66666000,352775000,-179201000,283400000,619446000,26856000,3411,1083393000,1.136929302579973,0.9375837288276406,0.9058861880802211,1.403513632834503,6740000,0.005832891972071352,53759000,0.04652380408406288,0.2875013829743385,0.7124986170256615,385148.0504250953,0.023241564807410714,19544.415127528584,0.25860308295168566,0.3240576063852861,87604.80797420112,182732.33655819407,20337081.6,278482918.4,81642.60287305775,104199000,0.0793147807024221,181602.4626209323,0.532450508730113,0.4520408163265306,0.002993211505846217,NA,0.4302257724146468,NA,1004797000,1303159000,12045980000,NA,0.08341347071803207,264327.51666082075,0.10818206571818981,342816.2925289372
2002,Dalabyggð,A og B-hluti,423767000,664849000,295645000,116714000,78990000,301507000,24462000,-11667000,241082000,82871000,0,6493000,168427000,-19821000,2154000,123426000,-207000,749,340896000,1.4333643389876372,1.1530585668622841,0.49202918771930865,1.5689022505291823,-17529000,-0.059290703377361365,6933000,0.023450421958768116,0.36261166069287915,0.6373883393071209,565777.0360480641,-7.001640480982259e-4,8668.891855807744,0.267178541832265,0.40361975227895186,105460.61415220294,155826.435246996,5203352,73786648,98513.5487316422,-17667000,-0.04169036286449865,164787.71695594126,0.40936363003180687,0.4520408163265306,7.65829305389025e-4,NA,0.6573516500221823,NA,138911000,243707000,2885467000,NA,0.04814160064904572,210577.56442647803,0.08446015844229028,369439.61596766044
2002,Dalabyggð,A-hluti,311214000,481972000,254302000,116714000,78990000,263052000,11309000,-3603000,170758000,150732000,20496000,2825000,145478000,-1681000,2154000,104688000,-3964000,749,180978000,1.223796902894983,0.7116656573680112,1.036115426387495,1.5486835425141543,-12353000,-0.048576102429394974,-1044000,-0.004105355050294531,0.35429029072228263,0.6457097092777173,415506.0080106809,-0.015587765727363529,3771.6955941255005,0.310614938144411,0.40361975227895186,105460.61415220294,155826.435246996,4475715.2,74514284.8,99485.026435247,473000,0.0015198545052600462,139770.36048064084,0.39797454495689066,0.4520408163265306,6.587357270342467e-4,NA,0.5698846365134591,NA,-87340000,-27872000,2377690000,NA,-0.036733131737106184,-132400.20212228398,-0.011722301898060722,-42251.642243557355
2002,Dalvíkurbyggð,A og B-hluti,1218930000,1734159000,751662000,388039000,158226000,750263000,66957000,-94589000,515228000,152862000,-1000,66183000,142990000,-35533000,78456000,360091000,66634000,2012,1066067000,1.6216464315077788,1.4182797587213403,1.069039792992517,1.4226895720016737,-93190000,-0.12397859676290673,-26233000,-0.03489999494453624,0.2971053980632687,0.7028946019367313,605830.0198807158,0.08864888739885747,32894.1351888668,0.2105015286125945,0.2896506274427247,78641.15308151093,192862.3260437376,13229251.200000001,144996748.8,72065.97852882705,42923000,0.03521367100653852,178971.66998011927,0.47995302980421534,0.4520408163265306,0.0019470810849069845,NA,0.6304061465801735,NA,509747000,976045000,7481213000,NA,0.06813694517185916,268853.9029535865,0.1304661423221074,514791.6666666667
2002,Dalvíkurbyggð,A-hluti,607155000,969718000,653008000,392666000,158226000,662797000,29088000,-9644000,362562000,139749000,928000,66183000,156226000,-7186000,42000000,341486000,35512000,2012,468334000,0.9297818709724842,0.717194888883444,0.8945309999615941,1.5971506452223896,-19433000,-0.029759206625339964,9655000,0.014785423762036606,0.37388395389175,0.62611604610825,301766.8986083499,0.05438218214784505,32894.1351888668,0.2423033102197829,0.28721782127894396,78641.15308151093,195162.02783300198,11492940.8,146733059.2,72928.95586481113,34814000,0.05733955909117112,169724.65208747514,0.5152195921224749,0.4520408163265306,0.0016915309342403102,NA,0.36625355528142145,NA,315488000,589725000,6388863000,NA,0.04938093053490113,166396.62447257384,0.09230515664524346,311036.39240506326
2002,Eyja- og Miklaholtshreppur,A og B-hluti,2429000,63597000,42034000,18890000,11223000,29148000,941000,829000,61168000,15625000,0,10347000,2429000,-4730000,NA,1234000,8070000,117,-13196000,0.05778655374220869,-0.31393633725079695,6.432688349114862,26.182379580074105,13715000,0.32628348479802066,14656000,0.34867012418518345,0.9618063745145211,0.03819362548547889,20760.68376068376,0.19198743874006757,88435.89743589744,0.26699814435932817,0.37269617773054825,95923.07692307692,161452.99145299144,739798.4,10483201.6,89600.01367521368,NA,NA,10547.008547008547,0.04233566625497461,0.4520408163265306,1.0888352254468123e-4,NA,0.09023031203566122,NA,9477000,20242000,493133000,NA,0.01921793917665214,76840.54054054055,0.04104774979569406,164124.32432432432
2002,Eyja- og Miklaholtshreppur,A-hluti,2429000,63597000,42034000,18890000,11223000,29148000,941000,829000,61168000,15625000,0,10347000,2429000,-4730000,NA,1234000,8070000,117,-13196000,0.05778655374220869,-0.31393633725079695,6.432688349114862,26.182379580074105,13715000,0.32628348479802066,14656000,0.34867012418518345,0.9618063745145211,0.03819362548547889,20760.68376068376,0.19198743874006757,88435.89743589744,0.26699814435932817,0.37269617773054825,95923.07692307692,161452.99145299144,739798.4,10483201.6,89600.01367521368,NA,NA,10547.008547008547,0.04233566625497461,0.4520408163265306,1.0888352254468123e-4,NA,0.0902269603655139,NA,16555000,22357000,485768000,NA,0.034080054676306384,134229.72972972973,0.046024027931028805,181272.972972973
2002,Eyjafjarðarsveit,A og B-hluti,144174000,545558000,315221000,152874000,121243000,304738000,16907000,-6605000,401381000,54479000,0,19791000,29527000,-20789000,NA,157185000,23560000,979,89695000,0.4573743500591648,0.28454639760675843,1.8450570664137909,3.7840248588511103,3878000,0.01230247984747209,20785000,0.06593786581477756,0.7357256240399738,0.26427437596002623,147266.59856996936,0.07474121330748904,20215.52604698672,0.38462856218335706,0.44230383376441446,123843.71807967314,156153.2175689479,5547889.600000001,115695110.4,118176.82369765067,NA,NA,160556.6905005107,0.5158037396058254,0.4520408163265306,8.165383465779361e-4,NA,0.690372782340125,NA,235732000,345719000,3361144000,NA,0.07013445422153886,225580.86124401915,0.1028575389807756,330831.5789473684
2002,Eyjafjarðarsveit,A-hluti,100272000,506107000,308713000,153371000,121243000,300013000,13532000,-370000,405834000,57501000,1849000,19791000,28530000,-18429000,NA,156863000,22412000,979,44620000,0.3248065355200461,0.14453553948165448,2.0154574132492113,5.047341231849369,8330000,0.026982990674186056,21862000,0.07081658368776177,0.8018739120383634,0.19812608796163655,102422.88049029621,0.07259817370826625,20215.52604698672,0.39273694337459064,0.44150334651547263,123843.71807967314,156660.8784473953,5433348.800000001,115809651.2,118293.82145045965,NA,NA,160227.78345250254,0.5228540096595814,0.4520408163265306,7.996802325578384e-4,NA,0.6666533697668389,NA,228871000,325785000,3311966000,NA,0.06910427220569293,219015.3110047847,0.09836604602825029,311755.980861244
2002,Fjallabyggð,A og B-hluti,1617161000,2010388000,1062537000,562205000,168708000,1028170000,80867000,-67945000,393225000,154667000,0,4809000,273705000,-96195000,98043000,542869000,93667000,2542,1462494000,1.5219808816069464,1.3764170094782582,0.5650864982371532,1.243158844419325,-33578000,-0.03160172304587981,47289000,0.04450574427055246,0.1955965714081063,0.8044034285918937,636176.6325727773,0.08815410663346311,1891.8174665617623,0.15877847077325308,0.23081816850979528,66368.21400472069,221166.40440597956,18700651.200000003,150007348.8,59011.54555468136,1848000,0.001142743363214918,213559.79543666405,0.5279953704153982,0.4520408163265306,0.0027523616927738965,NA,0.786691975811022,NA,747711000,1242600000,9137553000,NA,0.08182836258241129,372118.9449236895,0.13598826731839475,618414.0676841408
2002,Fjallabyggð,A-hluti,1105103000,1220998000,943095000,568376000,168708000,940781000,31786000,-25811000,115889000,162808000,7411000,4449000,271488000,-39560000,65686000,508745000,40339000,2542,949706000,1.1717833304174023,1.0070098982605147,0.5996876473361622,1.1048725774882522,-23497000,-0.02491477528774938,8289000,0.008789146374437357,0.09491334138139457,0.9050866586186055,434737.6081825334,0.04277299741807559,1750.1966955153423,0.17888759881030014,0.22888571723168594,66368.21400472069,223594.0204563336,16598472.000000002,152109528,59838.52399685287,26126000,0.023641235251374758,200135.71990558616,0.54076878678459706,0.4520408163265306,0.002442962975074372,NA,0.6038636018390714,NA,486203000,842283000,7243593000,NA,0.06712179991338553,241972.29595222298,0.11627972471672553,419185.30192435306
2002,Fjarðabyggð,A og B-hluti,3206215000,4469213000,1869898000,938558000,251037000,1958159000,184073000,29989000,1262998000,467630000,0,233858000,521427000,-203784000,335937000,894937000,96844000,4258,2738585000,1.7146470021359455,1.4645638425197525,0.8968273603016338,1.3939218049943625,-58272000,-0.031163197136956134,125801000,0.06727693168290463,0.2825996433824031,0.7174003566175968,752986.1437294504,0.05179106026104097,54922.02912165336,0.134251707847166,0.21102728239442836,58956.55237200564,220422.26397369656,32910204.8,218126795.2,51227.523532174724,132153000,0.04121775988197922,210177.78299671208,0.45702979175848335,0.4520408163265306,0.004843723677005623,NA,0.3152395104106127,NA,1531647000,4187638000,34047093000,NA,0.044986131415096144,303551.9001139573,0.12299546395928722,829933.7065847495
2002,Fjarðabyggð,A-hluti,1811626000,2664430000,1424664000,938558000,251037000,1490644000,70034000,93542000,852804000,568300000,147367000,223260000,415799000,73275000,86183000,797815000,44127000,4258,1390693000,1.2716163249720636,0.9761550793731013,1.3667661538387539,1.470739545579496,27562000,0.01934631604364257,97596000,0.06850457371001162,0.32006995867784105,0.679930041322159,425464.0676373884,0.03097361904280588,52433.067167684356,0.17620786374892605,0.21102728239442836,58956.55237200564,220422.26397369656,25074086.400000002,225962913.6,53067.85194927196,159458000,0.0880192710857539,187368.48285580086,0.5352149809075809,0.4520408163265306,0.0036904038341008644,NA,0.1811690496181664,NA,-938027000,457452000,24883630000,NA,-0.03769654990047674,-185904.37496903335,0.018383652224374016,90660.85319328148
2002,Fljótsdalshreppur,A og B-hluti,18720000,73188000,38530000,11268000,15279000,39669000,2308000,511000,54468000,17214000,0,14220000,8352000,1538000,-1000,5225000,569000,82,1506000,0.4858551777835453,0.03908642616143265,2.0610632183908044,3.9096153846153845,-628000,-0.01629898780171295,1680000,0.04360238774980535,0.7442203639940974,0.2557796360059026,228292.68292682926,0.014767713470023359,173414.63414634147,0.3965481443031404,0.5755452593513392,186329.26829268291,137414.63414634147,678128,14600872,178059.41463414635,1537000,0.08210470085470085,63719.51219512195,0.13171494113791626,0.4520408163265306,9.980687357012341e-5,NA,0.6435643564356436,NA,-22136000,82645000,663438000,NA,-0.03336558955019158,-281389.83050847455,0.12457079636680443,1050572.033898305
2002,Fljótsdalshreppur,A-hluti,10070000,65570000,38279000,11268000,15279000,39168000,1981000,976000,55500000,17627000,413000,14220000,8100000,1538000,NA,5225000,1329000,82,-7144000,0.26306852321116014,-0.1866297447686721,2.176172839506173,6.511420059582919,87000,0.0022727866454191593,2068000,0.05402439980145772,0.8464236693609882,0.15357633063901177,122804.87804878049,0.03471877530760992,173414.63414634147,0.3991483581075786,0.5755452593513392,186329.26829268291,137414.63414634147,673710.4,14605289.6,178113.28780487805,NA,NA,63719.51219512195,0.1333997140522876,0.4520408163265306,9.91566912377564e-5,NA,0.48471720818291214,NA,-20946000,83262000,661713000,NA,-0.031654206582007606,-266262.71186440677,0.12582796469164123,1058415.2542372881
2002,Flóahreppur,A og B-hluti,53563000,275214000,157431000,80837000,59473000,153139000,7405000,318000,221651000,75377000,0,49995000,21726000,-3891000,NA,56785000,12690000,510,-21814000,0.3402315935235119,-0.13856229078135818,3.469437540274326,5.138136400126953,4610000,0.029282669868069187,12015000,0.07631914934161632,0.8053769066980604,0.1946230933019396,105025.49019607843,0.0806067420012577,98029.41176470589,0.37777184925459406,0.42386857672297057,116613.72549019608,158503.92156862744,2770785.6,56702214.4,111180.81254901961,NA,NA,111343.13725490196,0.37080691398010956,0.4520408163265306,4.0780420225845055e-4,NA,0.2155704287421872,NA,63112000,122391000,2266272000,NA,0.02784837830586973,94762.76276276277,0.054005432710636674,183770.27027027027
2002,Flóahreppur,A-hluti,53643000,275208000,155919000,80928000,59473000,152629000,6727000,1233000,221565000,77201000,581000,49995000,21806000,-2338000,NA,56785000,11638000,510,-22977000,0.34404402285802244,-0.14736497796933024,3.5403558653581584,5.130361836586321,4523000,0.029008651928244793,11250000,0.07215284859446251,0.8050819743612104,0.19491802563878957,105182.35294117648,0.07464132017265375,98029.41176470589,0.38143523239630833,0.4235938490466592,116613.72549019608,158682.35294117648,2744174.4000000004,56728825.6,111232.99137254902,NA,NA,111343.13725490196,0.3720459414659075,0.4520408163265306,4.038875660571003e-4,NA,0.23606215427673705,NA,79457000,126856000,2199402000,NA,0.036126638058890555,119304.80480480481,0.05767749597390563,190474.47447447447
2002,Garðabær,A og B-hluti,2856601000,6136374000,2627581000,2193902000,79101000,2504813000,191447000,-10893000,3279774000,630620000,0,27309000,641352000,-468993000,328500000,1300620000,353111000,10213,2225981000,1.0871600152383505,0.8471598021145685,0.9832665993089599,2.1481382944275382,111875000,0.04257718410964305,303322000,0.11543773531624715,0.5344807862102278,0.46551921378977223,279702.43806912756,0.13438634241913,2673.9449720943894,0.03010411477324581,0.03480021803754769,7745.128757465975,214814.64799765006,46245425.6,32855574.4,3217.0346029570155,-140493000,-0.049181877343038104,127349.4565749535,0.5192483430898833,0.4520408163265306,0.006806401366785841,NA,0.12677983114047264,NA,1569874000,6604877000,69309515000,NA,0.02265019456563792,94251.34709193246,0.09529538621068118,396540.45778611634
